problem,family,run,seed,candidateIndex,generation,FE,source,selectionMode,sector,eligible,selected,prob,absProbHalf,queryScore,disagreement,reliability,paretoValue,boundaryTrust,trustWeight,utility,shortlisted
MW1_BC,MW_BC,1,1703,56,81,16434,1,4,84,0,0,0.501588185754565,0.00158818575456543,0.996823628490869,0.00147900780270383,1,0,0.996823628490869,0,0.996823628490869,0
MW1_BC,MW_BC,1,1703,57,81,16434,1,4,71,0,0,0.497098690350414,0.00290130964958557,0.994197380700829,0.00339513579729472,1,0,0.994197380700829,0,0.994197380700829,0
MW1_BC,MW_BC,1,1703,58,81,16434,1,4,23,0,0,0.538309227721207,0.0383092277212067,0.923381544557587,0.0035270041366045,1,0,0.923381544557587,0,0.923381544557587,0
MW1_BC,MW_BC,1,1703,59,81,16434,1,4,24,0,0,0.500533317871224,0.000533317871224015,0.998933364257552,0.000147216575982751,1,0,0.998933364257552,0,0.998933364257552,0
MW1_BC,MW_BC,1,1703,60,81,16434,1,4,42,1,1,0.497460559203743,0.0025394407962569,0.994921118407486,0.00926049712498923,1,0,0.994921118407486,0,0.994921118407486,1
MW1_BC,MW_BC,1,1703,61,81,16434,1,4,9,0,0,0.472686298717745,0.0273137012822555,0.945372597435489,0.00275285056831164,1,0,0.945372597435489,0,0.945372597435489,0
MW1_BC,MW_BC,1,1703,62,82,16634,1,4,1,0,0,0.51211594927088,0.0121159492708798,0.97576810145824,0.000102341438744844,1,0,0.97576810145824,0,0.97576810145824,0
MW1_BC,MW_BC,1,1703,63,82,16634,1,4,85,0,0,0.494336153101,0.00566384689899957,0.988672306202001,0.00194289379741093,1,0,0.988672306202001,0,0.988672306202001,0
MW1_BC,MW_BC,1,1703,64,82,16634,1,4,23,0,0,0.525232161977585,0.0252321619775849,0.94953567604483,0.0009155942244655,1,0,0.94953567604483,0,0.94953567604483,0
MW1_BC,MW_BC,1,1703,65,82,16634,1,4,84,0,0,0.495911815391291,0.00408818460870908,0.991823630782582,0.000716942620827971,1,0,0.991823630782582,0,0.991823630782582,0
MW1_BC,MW_BC,1,1703,66,82,16634,1,4,71,0,0,0.511901858837525,0.0119018588375254,0.976196282324949,0.00136281343560757,1,0,0.976196282324949,0,0.976196282324949,0
MW1_BC,MW_BC,1,1703,67,82,16634,1,4,42,0,0,0.519564447311457,0.0195644473114572,0.960871105377086,0.00669048495419822,1,0,0.960871105377086,0,0.960871105377086,0
MW1_BC,MW_BC,1,1703,68,82,16634,1,4,9,0,0,0.478094007871179,0.0219059921288212,0.956188015742358,0.00309674419676621,1,0,0.956188015742358,0,0.956188015742358,0
MW1_BC,MW_BC,1,1703,69,82,16634,1,4,83,0,0,0.511864643389265,0.011864643389265,0.97627071322147,0.00136849553086827,1,0,0.97627071322147,0,0.97627071322147,0
MW1_BC,MW_BC,1,1703,70,83,16836,1,4,1,0,0,0.520638312275315,0.0206383122753145,0.958723375449371,0.00072114554414794,1,0,0.958723375449371,0,0.958723375449371,0
MW1_BC,MW_BC,1,1703,71,83,16836,1,4,23,0,0,0.502288731085571,0.00228873108557104,0.995422537828858,7.08523365183111e-05,1,0,0.995422537828858,0,0.995422537828858,0
MW1_BC,MW_BC,1,1703,72,83,16836,1,4,84,0,0,0.500352632344451,0.000352632344451043,0.999294735311098,0.00682800600905999,1,0,0.999294735311098,0,0.999294735311098,0
MW1_BC,MW_BC,1,1703,73,83,16836,1,4,71,0,0,0.499327725562175,0.000672274437825138,0.99865545112435,0.000808088838278199,1,0,0.99865545112435,0,0.99865545112435,0
MW1_BC,MW_BC,1,1703,74,83,16836,1,4,42,0,0,0.519039399961989,0.0190393999619888,0.961921200076022,0.00799480812341856,1,0,0.961921200076022,0,0.961921200076022,0
MW1_BC,MW_BC,1,1703,75,83,16836,1,4,9,0,0,0.501716556489741,0.00171655648974067,0.996566887020519,0.00372390222067536,1,0,0.996566887020519,0,0.996566887020519,0
MW1_BC,MW_BC,1,1703,76,83,16836,1,4,22,1,1,0.479375778914579,0.0206242210854208,0.958751557829158,0.000755387924950199,1,0,0.958751557829158,0,0.958751557829158,1
MW1_BC,MW_BC,1,1703,77,83,16836,1,4,70,0,0,0.520712530712256,0.0207125307122555,0.958574938575489,0.000824256895734234,1,0,0.958574938575489,0,0.958574938575489,0
MW1_BC,MW_BC,1,1703,78,84,17038,1,4,1,0,0,0.510975206448031,0.0109752064480311,0.978049587103938,0.00095085937357977,1,0,0.978049587103938,0,0.978049587103938,0
MW1_BC,MW_BC,1,1703,79,84,17038,1,4,22,0,0,0.511044756626439,0.0110447566264393,0.977910486747121,0.000414633765229248,1,0,0.977910486747121,0,0.977910486747121,0
MW1_BC,MW_BC,1,1703,80,84,17038,1,4,70,1,1,0.508969148911879,0.00896914891187939,0.982061702176241,0.000266251007076473,1,0,0.982061702176241,0,0.982061702176241,1
MW1_BC,MW_BC,1,1703,81,84,17038,1,4,69,0,0,0.501760506845514,0.00176050684551399,0.996478986308972,0.000147590789673813,1,0,0.996478986308972,0,0.996478986308972,0
MW1_BC,MW_BC,1,1703,82,84,17038,1,4,83,0,0,0.483413153164843,0.016586846835157,0.966826306329686,0.00289280136362239,1,0,0.966826306329686,0,0.966826306329686,0
MW1_BC,MW_BC,1,1703,83,84,17038,1,4,23,0,0,0.495671343683261,0.00432865631673868,0.991342687366523,0.00168780479416593,1,0,0.991342687366523,0,0.991342687366523,0
MW1_BC,MW_BC,1,1703,84,84,17038,1,4,24,0,0,0.492173538477576,0.00782646152242367,0.984347076955153,0.00397608415195391,1,0,0.984347076955153,0,0.984347076955153,0
MW1_BC,MW_BC,1,1703,85,84,17038,1,4,41,0,0,0.508445353818747,0.00844535381874723,0.983109292362506,0.00522174762455397,1,0,0.983109292362506,0,0.983109292362506,0
MW1_BC,MW_BC,1,1703,86,85,17242,1,4,22,0,0,0.504069213794057,0.00406921379405667,0.991861572411887,0.00148974019541658,1,0,0.991861572411887,0,0.991861572411887,0
MW1_BC,MW_BC,1,1703,87,85,17242,1,4,1,1,1,0.500537425740066,0.000537425740065767,0.998925148519868,0.00156617344562463,1,0,0.998925148519868,0,0.998925148519868,1
MW1_BC,MW_BC,1,1703,88,85,17242,1,4,70,1,1,0.509295832099863,0.00929583209986296,0.981408335800274,0.00024910636880734,1,0,0.981408335800274,0,0.981408335800274,1
MW1_BC,MW_BC,1,1703,89,85,17242,1,4,69,0,0,0.501734837880312,0.00173483788031226,0.996530324239375,0.000118063416543042,1,0,0.996530324239375,0,0.996530324239375,0
MW1_BC,MW_BC,1,1703,90,85,17242,1,4,83,0,0,0.491879000551685,0.0081209994483154,0.983758001103369,0.00334938360042918,1,0,0.983758001103369,0,0.983758001103369,0
MW1_BC,MW_BC,1,1703,91,85,17242,1,4,23,0,0,0.490772331510131,0.00922766848986883,0.981544663020262,2.63118662133708e-05,1,0,0.981544663020262,0,0.981544663020262,0
MW1_BC,MW_BC,1,1703,92,85,17242,1,4,24,0,0,0.499479509034686,0.000520490965314313,0.998959018069371,0.00459279237773129,1,0,0.998959018069371,0,0.998959018069371,0
MW1_BC,MW_BC,1,1703,93,85,17242,1,4,41,0,0,0.506097096425331,0.00609709642533118,0.987805807149338,0.00393669548003504,1,0,0.987805807149338,0,0.987805807149338,0
MW1_BC,MW_BC,1,1703,94,86,17446,1,4,1,0,0,0.500927597329258,0.000927597329257845,0.998144805341484,0.00216497443375788,1,0,0.998144805341484,0,0.998144805341484,0
MW1_BC,MW_BC,1,1703,95,86,17446,1,4,22,0,0,0.479261185647626,0.0207388143523744,0.958522371295251,0.00278274790189389,1,0,0.958522371295251,0,0.958522371295251,0
MW1_BC,MW_BC,1,1703,96,86,17446,1,4,70,1,1,0.522991391935795,0.0229913919357948,0.95401721612841,0.0029010368695273,1,0,0.95401721612841,0,0.95401721612841,1
MW1_BC,MW_BC,1,1703,97,86,17446,1,4,83,0,0,0.461332253199546,0.0386677468004544,0.922664506399091,0.00130983766429129,1,0,0.922664506399091,0,0.922664506399091,0
MW1_BC,MW_BC,1,1703,98,86,17446,1,4,69,1,1,0.498840858626032,0.001159141373968,0.997681717252064,0.000294996127487096,1,0,0.997681717252064,0,0.997681717252064,1
MW1_BC,MW_BC,1,1703,99,86,17446,1,4,24,0,0,0.479298074165823,0.020701925834177,0.958596148331646,0.00511154924503946,1,0,0.958596148331646,0,0.958596148331646,0
MW1_BC,MW_BC,1,1703,100,86,17446,1,4,23,0,0,0.459804464802002,0.0401955351979978,0.919608929604004,0.000188228220379883,1,0,0.919608929604004,0,0.919608929604004,0
MW1_BC,MW_BC,1,1703,101,87,17648,1,4,1,0,0,0.500454433972023,0.000454433972022827,0.999091132055954,0.00199127514317376,1,0,0.999091132055954,0,0.999091132055954,0
MW1_BC,MW_BC,1,1703,102,87,17648,1,4,84,1,1,0.512148736459148,0.0121487364591483,0.975702527081703,0.00131697042064351,1,0,0.975702527081703,0,0.975702527081703,1
MW1_BC,MW_BC,1,1703,103,87,17648,1,4,22,0,0,0.485622794372484,0.0143772056275158,0.971245588744968,0.00243944589388802,1,0,0.971245588744968,0,0.971245588744968,0
MW1_BC,MW_BC,1,1703,104,87,17648,1,4,83,0,0,0.469876108039371,0.0301238919606295,0.939752216078741,0.00194409680326665,1,0,0.939752216078741,0,0.939752216078741,0
MW1_BC,MW_BC,1,1703,105,87,17648,1,4,21,0,0,0.502137981601646,0.00213798160164591,0.995724036796708,0.00183201862976834,1,0,0.995724036796708,0,0.995724036796708,0
MW1_BC,MW_BC,1,1703,106,87,17648,1,4,69,0,0,0.516785739423252,0.0167857394232521,0.966428521153496,0.000703536963651422,1,0,0.966428521153496,0,0.966428521153496,0
MW1_BC,MW_BC,1,1703,107,87,17648,1,4,23,0,0,0.449317811144977,0.0506821888550233,0.898635622289953,0.00495009796918438,1,0.00392736798891224,0.898635622289953,0,0.898635622289953,0
MW1_BC,MW_BC,1,1703,108,87,17648,1,4,24,0,0,0.498836112828069,0.0011638871719315,0.997672225656137,0.00802611080203684,1,0,0.997672225656137,0,0.997672225656137,0
MW1_BC,MW_BC,1,1703,109,88,17854,1,4,1,0,0,0.505936938131393,0.00593693813139273,0.988126123737215,0.00123104902083191,1,0,0.988126123737215,0,0.988126123737215,0
MW1_BC,MW_BC,1,1703,110,88,17854,1,4,84,0,0,0.441072289140678,0.058927710859322,0.882144578281356,0.000616875274848259,1,0,0.882144578281356,0,0.882144578281356,0
MW1_BC,MW_BC,1,1703,111,88,17854,1,4,21,1,1,0.451573612889972,0.0484263871100277,0.903147225779945,0.000391385122591461,1,0,0.903147225779945,0,0.903147225779945,1
MW1_BC,MW_BC,1,1703,112,88,17854,1,4,83,1,1,0.475098132599998,0.0249018674000017,0.950196265199997,0.000499607592466988,1,0,0.950196265199997,0,0.950196265199997,1
MW1_BC,MW_BC,1,1703,113,88,17854,1,4,22,0,0,0.500164885381944,0.000164885381944258,0.999670229236111,0.00105109707085231,1,0,0.999670229236111,0,0.999670229236111,0
MW1_BC,MW_BC,1,1703,114,88,17854,1,4,69,0,0,0.512515805946638,0.0125158059466383,0.974968388106723,0.000290298349034496,1,0,0.974968388106723,0,0.974968388106723,0
MW1_BC,MW_BC,1,1703,115,88,17854,1,4,23,0,0,0.451868194330096,0.0481318056699043,0.903736388660191,0.00570035284378585,1,0,0.903736388660191,0,0.903736388660191,0
MW1_BC,MW_BC,1,1703,116,88,17854,1,4,82,1,1,0.475881560490933,0.0241184395090668,0.951763120981866,0.00230209260007316,1,0,0.951763120981866,0,0.951763120981866,1
MW1_BC,MW_BC,1,1703,117,88,17854,1,4,24,0,0,0.498834256293997,0.0011657437060027,0.997668512587995,0.00497900216683142,1,0,0.997668512587995,0,0.997668512587995,0
MW1_BC,MW_BC,1,1703,118,89,18062,1,4,1,0,0,0.49680885708243,0.00319114291757033,0.993617714164859,0.00136405765397835,1,0,0.993617714164859,0,0.993617714164859,0
MW1_BC,MW_BC,1,1703,119,89,18062,1,4,22,0,0,0.488150040134045,0.0118499598659554,0.976300080268089,0.00183137206795209,1,0,0.976300080268089,0,0.976300080268089,0
MW1_BC,MW_BC,1,1703,120,89,18062,1,4,84,1,1,0.508128867931245,0.00812886793124457,0.983742264137511,0.00071722314296916,1,0,0.983742264137511,0,0.983742264137511,1
MW1_BC,MW_BC,1,1703,121,89,18062,1,4,83,1,1,0.474456340682613,0.0255436593173874,0.948912681365225,2.9134265779592e-05,1,0,0.948912681365225,0,0.948912681365225,1
MW1_BC,MW_BC,1,1703,122,89,18062,1,4,23,0,0,0.461555940803561,0.0384440591964392,0.923111881607122,0.000537707253267237,1,0,0.923111881607122,0,0.923111881607122,0
MW1_BC,MW_BC,1,1703,123,89,18062,1,4,70,0,0,0.512515805946638,0.0125158059466383,0.974968388106723,0.000290298349034496,1,0,0.974968388106723,0,0.974968388106723,0
MW1_BC,MW_BC,1,1703,124,89,18062,1,4,24,0,0,0.491478889958437,0.00852111004156342,0.982957779916873,0.00149956342378012,1,0,0.982957779916873,0,0.982957779916873,0
MW1_BC,MW_BC,1,1703,125,89,18062,1,4,69,1,1,0.491419361707349,0.0085806382926506,0.982838723414699,0.000676940330917815,1,0,0.982838723414699,0,0.982838723414699,1
MW1_BC,MW_BC,1,1703,126,89,18062,1,4,8,1,1,0.498855105611673,0.00114489438832738,0.997710211223345,0.00142363525518393,1,0,0.997710211223345,0,0.997710211223345,1
MW1_BC,MW_BC,1,1703,127,90,18270,1,4,1,0,0,0.49680885708243,0.00319114291757033,0.993617714164859,0.00136405765397835,1,0,0.993617714164859,0,0.993617714164859,0
MW1_BC,MW_BC,1,1703,128,90,18270,1,4,22,0,0,0.501162287212917,0.00116228721291745,0.997675425574165,0.000782985890417381,1,0,0.997675425574165,0,0.997675425574165,0
MW1_BC,MW_BC,1,1703,129,90,18270,1,4,84,1,1,0.508128867931245,0.00812886793124457,0.983742264137511,0.00071722314296916,1,0,0.983742264137511,0,0.983742264137511,1
MW1_BC,MW_BC,1,1703,130,90,18270,1,4,83,1,1,0.476472452362521,0.0235275476374792,0.952944904725042,2.10505561901582e-06,1,0,0.952944904725042,0,0.952944904725042,1
MW1_BC,MW_BC,1,1703,131,90,18270,1,4,82,0,0,0.469182063097998,0.0308179369020022,0.938364126195996,0.00242634865253307,1,0,0.938364126195996,0,0.938364126195996,0
MW1_BC,MW_BC,1,1703,132,90,18270,1,4,69,1,1,0.490352525447009,0.00964747455299092,0.980705050894018,0.000333459053851518,1,0,0.980705050894018,0,0.980705050894018,1
MW1_BC,MW_BC,1,1703,133,90,18270,1,4,40,1,1,0.487598692807929,0.0124013071920715,0.975197385615857,0.000285744631673274,1,0,0.975197385615857,0,0.975197385615857,1
MW1_BC,MW_BC,1,1703,134,91,18478,1,4,1,0,0,0.498194380050111,0.00180561994988948,0.996388760100221,0.000250620683019815,1,0,0.996388760100221,0,0.996388760100221,0
MW1_BC,MW_BC,1,1703,135,91,18478,1,4,40,1,1,0.50077284889472,0.000772848894719735,0.998454302210561,0.000350940575791179,1,0,0.998454302210561,0,0.998454302210561,1
MW1_BC,MW_BC,1,1703,136,91,18478,1,4,85,1,1,0.472443927808749,0.0275560721912514,0.944887855617497,0.00422686535496195,1,0,0.944887855617497,0,0.944887855617497,1
MW1_BC,MW_BC,1,1703,137,91,18478,1,4,84,1,1,0.47553748673166,0.0244625132683399,0.95107497346332,0.000806586723714341,1,0,0.95107497346332,0,0.95107497346332,1
MW1_BC,MW_BC,1,1703,138,91,18478,1,4,24,0,0,0.504217584745879,0.00421758474587886,0.991564830508242,0.00260363022475007,1,0,0.991564830508242,0,0.991564830508242,0
MW1_BC,MW_BC,1,1703,139,91,18478,1,4,70,1,1,0.513885398219165,0.0138853982191648,0.97222920356167,0.000886977174840616,1,0,0.97222920356167,0,0.97222920356167,1
MW1_BC,MW_BC,1,1703,140,91,18478,1,4,23,0,0,0.500885690475856,0.00088569047585596,0.998228619048288,0.000998706699463024,1,0,0.998228619048288,0,0.998228619048288,0
MW1_BC,MW_BC,1,1703,141,91,18478,1,4,25,0,0,0.502022367550293,0.00202236755029328,0.995955264899413,0.00249250551948432,1,0,0.995955264899413,0,0.995955264899413,0
MW1_BC,MW_BC,1,1703,142,91,18478,1,4,9,0,0,0.501440313873417,0.00144031387341748,0.997119372253165,0.000833906806924994,1,0,0.997119372253165,0,0.997119372253165,0
MW1_BC,MW_BC,1,1703,143,92,18688,1,4,1,0,0,0.499661982860013,0.000338017139987434,0.999323965720025,0.000523914099671164,1,0,0.999323965720025,0,0.999323965720025,0
MW1_BC,MW_BC,1,1703,144,92,18688,1,4,39,1,1,0.480864724544682,0.0191352754553175,0.961729449089365,0.000315260635689695,1,0,0.961729449089365,0,0.961729449089365,1
MW1_BC,MW_BC,1,1703,145,92,18688,1,4,84,0,0,0.486722693740031,0.0132773062599692,0.973445387480062,0.00385807170420316,1,0,0.973445387480062,0,0.973445387480062,0
MW1_BC,MW_BC,1,1703,146,92,18688,1,4,69,1,1,0.501797980170073,0.00179798017007293,0.996404039659854,0.000670176883465228,1,0,0.996404039659854,0,0.996404039659854,1
MW1_BC,MW_BC,1,1703,147,92,18688,1,4,70,1,1,0.490129753799829,0.00987024620017118,0.980259507599658,0.00246446572204384,1,0,0.980259507599658,0,0.980259507599658,1
MW1_BC,MW_BC,1,1703,148,92,18688,1,4,22,0,0,0.500885690475856,0.00088569047585596,0.998228619048288,0.000998706699463024,1,0,0.998228619048288,0,0.998228619048288,0
MW1_BC,MW_BC,1,1703,149,92,18688,1,4,83,1,1,0.4763256820655,0.0236743179345003,0.952651364130999,0.00075435360302273,1,0,0.952651364130999,0,0.952651364130999,1
MW1_BC,MW_BC,1,1703,150,92,18688,1,4,40,1,1,0.479082608022714,0.0209173919772863,0.958165216045427,0.00190822871840536,1,0,0.958165216045427,0,0.958165216045427,1
MW1_BC,MW_BC,1,1703,151,93,18896,1,4,1,0,0,0.501407097710713,0.00140709771071346,0.997185804578573,0.000976775859910133,1,0,0.997185804578573,0,0.997185804578573,0
MW1_BC,MW_BC,1,1703,152,93,18896,1,4,70,1,1,0.483038436141118,0.0169615638588821,0.966076872282236,0.00128440330505587,1,0,0.966076872282236,0,0.966076872282236,1
MW1_BC,MW_BC,1,1703,153,93,18896,1,4,23,0,0,0.468771203734572,0.0312287962654281,0.937542407469144,0.000134083949136373,1,0,0.937542407469144,0,0.937542407469144,0
MW1_BC,MW_BC,1,1703,154,93,18896,1,4,84,1,1,0.509816280103775,0.00981628010377467,0.980367439792451,0.00300288041245999,1,0.0213240852144126,0.980367439792451,0,0.980367439792451,1
